uid,date,lon,lat,id,ii,pt,dck,sid,at,sst,w,d,slp,supd
D02GXO,1915-01-12T01:00:00Z,-21.72,-73.63,Endurance,10,5,246,167,-4.1,,4.6,315,986.3,
D02GZS,1915-01-12T05:00:00Z,-22.05,-73.76,Endurance,10,5,246,167,-4.3,,,361,984.6,
D02H1Y,1915-01-12T09:00:00Z,-22.38,-73.9,Endurance,10,5,246,167,-3.7,,1,338,982.9,
D02H4S,1915-01-12T14:00:00Z,-22.8,-74.07,Endurance,10,5,246,167,-3.9,-1.3,2.6,270,981.6,
D02H72,1915-01-12T18:00:00Z,-23.37,-74.06,Endurance,10,5,246,167,-4.8,,6.7,259,980.1,
D02H97,1915-01-12T22:00:00Z,-23.93,-74.06,Endurance,10,5,246,167,-4.4,,9.3,270,979.5,
D02HBT,1915-01-13T02:00:00Z,-24.5,-74.05,Endurance,10,5,246,167,-6.4,,4.6,304,978.7,
D02HE0,1915-01-13T06:00:00Z,-25.07,-74.04,Endurance,10,5,246,167,-5.6,,4.6,225,978.6,
D02HGA,1915-01-13T10:00:00Z,-25.63,-74.04,Endurance,10,5,246,167,-4.7,,4.6,203,979.2,
D02HIL,1915-01-13T14:00:00Z,-26.2,-74.03,Endurance,10,5,246,167,-3.9,-1.2,6.7,225,980.4,
D02HKW,1915-01-13T18:00:00Z,-26.38,-74.05,Endurance,10,5,246,167,-3.3,,2.6,191,981,
D02HN4,1915-01-13T22:00:00Z,-26.56,-74.07,Endurance,10,5,246,167,-3.7,,2.6,191,981.5,
D02HQB,1915-01-14T02:00:00Z,-26.73,-74.09,Endurance,10,5,246,167,-5,,4.6,225,981.5,
D02HSD,1915-01-14T06:00:00Z,-26.91,-74.11,Endurance,10,5,246,167,-6.1,,2.6,270,982.6,
D02HUL,1915-01-14T10:00:00Z,-27.09,-74.13,Endurance,10,5,246,167,-6.1,,1,11,983.5,
D02HWU,1915-01-14T14:00:00Z,-27.27,-74.15,Endurance,10,5,246,167,-3.1,-1.3,1,360,984.8,
D02HZ6,1915-01-14T18:00:00Z,-27.05,-74.21,Endurance,10,5,246,167,-3.9,,,361,984.2,
D02I1D,1915-01-14T22:00:00Z,-26.84,-74.27,Endurance,10,5,246,167,-3.4,,6.7,68,983.9,
D02I47,1915-01-15T02:00:00Z,-26.62,-74.32,Endurance,10,5,246,167,-4.8,,4.6,124,982.6,
D02I6B,1915-01-15T06:00:00Z,-26.41,-74.38,Endurance,10,5,246,167,-4.4,,4.6,90,980.5,
D02I8K,1915-01-15T10:00:00Z,-26.19,-74.44,Endurance,10,5,246,167,-3.3,,6.7,101,980.9,
D02IAV,1915-01-15T14:00:00Z,-25.98,-74.5,Endurance,10,5,246,167,-1.7,-1.5,9.3,68,981.4,
D02ID4,1915-01-15T18:00:00Z,-26.46,-74.82,Endurance,10,5,246,167,-2.6,,9.3,68,982.2,
D02IF9,1915-01-15T22:00:00Z,-26.94,-75.15,Endurance,10,5,246,167,-3.9,,9.3,68,984,
D02IIH,1915-01-16T02:00:00Z,-27.41,-75.47,Endurance,10,5,246,167,-5.3,,9.3,90,984.2,
D02IKL,1915-01-16T06:00:00Z,-27.89,-75.8,Endurance,10,5,246,167,-5.8,,6.7,90,985,
D02IMU,1915-01-16T10:00:00Z,-28.37,-76.12,Endurance,10,5,246,167,-1.4,,4.6,68,985.5,
D02IP2,1915-01-16T14:00:00Z,-28.85,-76.45,Endurance,10,5,246,167,-1.7,-1.2,6.7,90,985.6,
D02IRA,1915-01-16T18:00:00Z,-28.82,-76.44,Endurance,10,5,246,167,-0.4,,12.3,90,984.4,
D02ITF,1915-01-16T22:00:00Z,-28.78,-76.42,Endurance,10,5,246,167,0.3,,6.7,90,984,
D02IWO,1915-01-17T02:00:00Z,-28.75,-76.41,Endurance,10,5,246,167,-0.6,,15.4,79,983.2,
D02IYO,1915-01-17T06:00:00Z,-28.72,-76.4,Endurance,10,5,246,167,-0.4,,22.6,68,983.2,
D02J0T,1915-01-17T10:00:00Z,-28.68,-76.38,Endurance,10,5,246,167,-0.2,,19,11,982.2,
D02J31,1915-01-17T14:00:00Z,-28.65,-76.37,Endurance,10,5,246,167,0.2,-1.1,19,68,982.5,
D02J59,1915-01-17T18:00:00Z,-28.87,-76.38,Endurance,10,5,246,167,0.3,,19,90,982,
D02J7C,1915-01-17T22:00:00Z,-29.09,-76.4,Endurance,10,5,246,167,-0.6,,15.4,68,982.2,
D02JA6,1915-01-18T02:00:00Z,-29.31,-76.41,Endurance,10,5,246,167,-1.2,,15.4,68,983,
D02JCC,1915-01-18T06:00:00Z,-29.53,-76.42,Endurance,10,5,246,167,-1.1,,15.4,45,982.9,
D02JEL,1915-01-18T10:00:00Z,-29.75,-76.44,Endurance,10,5,246,167,-1.5,,12.3,68,984,
D02JGZ,1915-01-18T14:00:00Z,-29.97,-76.45,Endurance,10,5,246,167,-1.7,,9.3,45,984.4,
D02JJA,1915-01-18T18:00:00Z,-30.22,-76.47,Endurance,10,5,246,167,-1.7,,9.3,45,985.2,
D02JLD,1915-01-18T22:00:00Z,-30.48,-76.49,Endurance,10,5,246,167,-1.7,,6.7,56,986.6,
D02JO4,1915-01-19T02:00:00Z,-30.73,-76.51,Endurance,10,5,246,167,-1.8,,6.7,68,987.6,
D02JQ5,1915-01-19T06:00:00Z,-30.99,-76.53,Endurance,10,5,246,167,-1.9,,9.3,68,989.7,
D02JS7,1915-01-19T10:00:00Z,-31.24,-76.55,Endurance,10,5,246,167,-1.9,,6.7,68,991.6,
D02JUE,1915-01-19T14:00:00Z,-31.5,-76.57,Endurance,10,5,246,167,-1.6,,9.3,68,992.7,
D02JWL,1915-01-19T18:00:00Z,-31.6,-76.58,Endurance,10,5,246,167,-1.5,,9.3,45,993.5,
D02JYO,1915-01-19T22:00:00Z,-31.71,-76.6,Endurance,10,5,246,167,-1.7,,9.3,68,993.4,
D02K1B,1915-01-20T02:00:00Z,-31.81,-76.61,Endurance,10,5,246,167,-1.7,,6.7,68,992.4,
D02K38,1915-01-20T06:00:00Z,-31.92,-76.62,Endurance,10,5,246,167,-1.7,,6.7,68,992.5,
D02K57,1915-01-20T10:00:00Z,-32.03,-76.64,Endurance,10,5,246,167,-2.1,,12.3,45,992.1,
D02K7A,1915-01-20T14:00:00Z,-32.13,-76.65,Endurance,10,5,246,167,-2.6,,9.3,45,991.1,
D02K9G,1915-01-20T18:00:00Z,-32.23,-76.66,Endurance,10,5,246,167,-2.9,,6.7,56,989.6,
D02KBI,1915-01-20T22:00:00Z,-32.34,-76.68,Endurance,10,5,246,167,-3.6,,15.4,68,988.5,
D02KEI,1915-01-21T02:00:00Z,-32.44,-76.69,Endurance,10,5,246,167,-3.6,,19,68,987.4,
D02KGN,1915-01-21T06:00:00Z,-32.54,-76.7,Endurance,10,5,246,167,-3.6,,19,45,986.4,
D02KIW,1915-01-21T10:00:00Z,-32.65,-76.72,Endurance,10,5,246,167,-2.8,,15.4,45,986.4,
D02KLC,1915-01-21T14:00:00Z,-32.75,-76.73,Endurance,10,5,246,167,-2.2,,12.3,45,987.6,
D02KNR,1915-01-21T18:00:00Z,-32.85,-76.74,Endurance,10,5,246,167,-2.2,,12.3,23,988.9,
D02KPX,1915-01-21T22:00:00Z,-32.96,-76.76,Endurance,10,5,246,167,-2.2,,12.3,34,989.9,
D02KT8,1915-01-22T02:00:00Z,-33.06,-76.77,Endurance,10,5,246,167,-1.7,,9.3,34,991.1,
D02KV7,1915-01-22T06:00:00Z,-33.16,-76.79,Endurance,10,5,246,167,-2.2,,,23,,
D02KX9,1915-01-22T10:00:00Z,-33.27,-76.81,Endurance,10,5,246,167,,,4.6,34,992.4,
D02KZG,1915-01-22T14:00:00Z,-33.37,-76.82,Endurance,10,5,246,167,-1.3,,4.6,45,992.6,
D02L1O,1915-01-22T18:00:00Z,-33.44,-76.82,Endurance,10,5,246,167,-0.6,,2.6,34,993.3,
D02L3M,1915-01-22T22:00:00Z,-33.51,-76.82,Endurance,10,5,246,167,-1.7,,2.6,68,994.3,
D02L6W,1915-01-23T02:00:00Z,-33.57,-76.82,Endurance,10,5,246,167,-2.2,,4.6,68,995.6,
D02L8Y,1915-01-23T06:00:00Z,-33.64,-76.82,Endurance,10,5,246,167,-2.5,,9.3,45,996.2,
D02LB2,1915-01-23T10:00:00Z,-33.71,-76.82,Endurance,10,5,246,167,-3.3,,9.3,45,998,
D02LDD,1915-01-23T14:00:00Z,-33.78,-76.82,Endurance,10,5,246,167,-3.4,,9.3,56,999.2,
D02LFN,1915-01-23T18:00:00Z,-33.79,-76.82,Endurance,10,5,246,167,-2.8,,12.3,45,990.4,
D02LHR,1915-01-23T22:00:00Z,-33.8,-76.82,Endurance,10,5,246,167,-4.1,,4.6,79,990.3,
D02LL3,1915-01-24T02:00:00Z,-33.81,-76.82,Endurance,10,5,246,167,-7.8,,4.6,90,998.2,
D02LN6,1915-01-24T06:00:00Z,-33.83,-76.82,Endurance,10,5,246,167,-9.2,,2.6,90,997.4,
D02LPB,1915-01-24T10:00:00Z,-33.84,-76.82,Endurance,10,5,246,167,-6.9,,2.6,101,995.9,
D02LRM,1915-01-24T14:00:00Z,-33.85,-76.82,Endurance,10,5,246,167,-2.5,,2.6,180,993.6,
D02LU1,1915-01-24T18:00:00Z,-33.81,-76.82,Endurance,10,5,246,167,-1.1,,2.6,214,990.9,
D02LW8,1915-01-24T22:00:00Z,-33.77,-76.81,Endurance,10,5,246,167,-5,,4.6,259,988.6,
D02LZ5,1915-01-25T02:00:00Z,-33.72,-76.81,Endurance,10,5,246,167,-8.3,,4.6,203,987.8,
D02M1D,1915-01-25T06:00:00Z,-33.68,-76.81,Endurance,10,5,246,167,-3.9,,4.6,180,986.6,
D02M3R,1915-01-25T10:00:00Z,-33.64,-76.8,Endurance,10,5,246,167,-7.7,,4.6,45,987.5,
D02M67,1915-01-25T14:00:00Z,-33.6,-76.8,Endurance,10,5,246,167,-4,,6.7,90,988,
D02M8J,1915-01-25T18:00:00Z,-33.66,-76.8,Endurance,10,5,246,167,-6.1,,6.7,90,989.4,
D02MAS,1915-01-25T22:00:00Z,-33.72,-76.81,Endurance,10,5,246,167,-6.1,,6.7,79,991.6,
D02MDS,1915-01-26T02:00:00Z,-33.78,-76.81,Endurance,10,5,246,167,-5.6,,6.7,45,992.8,
D02MG2,1915-01-26T06:00:00Z,-33.83,-76.82,Endurance,10,5,246,167,-5,,6.7,68,994.7,
D02MIF,1915-01-26T10:00:00Z,-33.89,-76.82,Endurance,10,5,246,167,-5.6,,6.7,68,997.9,
D02MKR,1915-01-26T14:00:00Z,-33.95,-76.83,Endurance,10,5,246,167,-3.9,,6.7,45,998.9,
D02MN7,1915-01-26T18:00:00Z,-33.96,-76.83,Endurance,10,5,246,167,-3.9,,9.3,45,999.3,
D02MPI,1915-01-26T22:00:00Z,-33.98,-76.83,Endurance,10,5,246,167,-4.4,,9.3,45,1000.4,
D02MSU,1915-01-27T02:00:00Z,-33.99,-76.83,Endurance,10,5,246,167,-5.8,,4.6,90,1000.8,
D02MV1,1915-01-27T06:00:00Z,-34,-76.83,Endurance,10,5,246,167,-8.3,,,362,998.8,
D02MX8,1915-01-27T10:00:00Z,-34.02,-76.83,Endurance,10,5,246,167,-4.6,,6.7,214,997.6,
D02MZE,1915-01-27T14:00:00Z,-34.03,-76.83,Endurance,10,5,246,167,-3.9,,9.3,236,995.2,
D02N1N,1915-01-27T18:00:00Z,-34.04,-76.82,Endurance,10,5,246,167,-5.1,,6.7,225,993.3,
D02N3R,1915-01-27T22:00:00Z,-34.05,-76.81,Endurance,10,5,246,167,-6.4,,9.3,225,991.5,
D02N72,1915-01-28T02:00:00Z,-34.05,-76.8,Endurance,10,5,246,167,,,4.6,236,989.6,
D02N93,1915-01-28T06:00:00Z,-34.06,-76.79,Endurance,10,5,246,167,-12.5,,2.6,248,988.8,
D02NB9,1915-01-28T10:00:00Z,-34.07,-76.78,Endurance,10,5,246,167,-9.4,,4.6,236,988.1,
D02NDH,1915-01-28T14:00:00Z,-34.08,-76.77,Endurance,10,5,246,167,-8.8,,4.6,248,987.6,
D02NFT,1915-01-28T18:00:00Z,-34.1,-76.77,Endurance,10,5,246,167,-7.8,,4.6,248,987.1,
D02NHW,1915-01-28T22:00:00Z,-34.12,-76.77,Endurance,10,5,246,167,-7.8,,1,270,987.7,
D02NLF,1915-01-29T02:00:00Z,-34.14,-76.77,Endurance,10,5,246,167,-12.2,,1,236,988.9,
D02NNJ,1915-01-29T06:00:00Z,-34.16,-76.78,Endurance,10,5,246,167,-11.1,,1,191,989.4,
D02NPR,1915-01-29T10:00:00Z,-34.18,-76.78,Endurance,10,5,246,167,-6.1,,1,360,989.9,
D02NS9,1915-01-29T14:00:00Z,-34.2,-76.78,Endurance,10,5,246,167,-5.6,,1,45,991.5,
D02NUP,1915-01-29T18:00:00Z,-34.22,-76.78,Endurance,10,5,246,167,-6.2,,2.6,68,992.4,
D02NX3,1915-01-29T22:00:00Z,-34.24,-76.79,Endurance,10,5,246,167,-5.9,,4.6,68,992.7,
D02O0T,1915-01-30T02:00:00Z,-34.26,-76.79,Endurance,10,5,246,167,-6.7,,4.6,101,993.4,
D02O35,1915-01-30T06:00:00Z,-34.28,-76.79,Endurance,10,5,246,167,-6.7,,4.6,68,992.9,
D02O5L,1915-01-30T10:00:00Z,-34.3,-76.8,Endurance,10,5,246,167,-6.1,,6.7,101,992.7,
D02O80,1915-01-30T14:00:00Z,-34.32,-76.8,Endurance,10,5,246,167,-5.1,,2.6,45,993.5,
D02OAL,1915-01-30T18:00:00Z,-34.34,-76.8,Endurance,10,5,246,167,-5.6,,2.6,360,993.1,
D02OCY,1915-01-30T22:00:00Z,-34.35,-76.81,Endurance,10,5,246,167,-5.6,,1,315,993.1,
D02OGK,1915-01-31T02:00:00Z,-34.37,-76.81,Endurance,10,5,246,167,-7.2,,,361,993.8,
D02OIU,1915-01-31T06:00:00Z,-34.39,-76.81,Endurance,10,5,246,167,-7.2,,1,362,992.5,
D02OL7,1915-01-31T10:00:00Z,-34.4,-76.82,Endurance,10,5,246,167,-6.1,,1,191,991.7,
D02ONI,1915-01-31T14:00:00Z,-34.42,-76.82,Endurance,10,5,246,167,-3.8,,,361,991.6,
D02OPW,1915-01-31T18:00:00Z,-34.44,-76.82,Endurance,10,5,246,167,-3.9,,,361,990.7,
D02OS6,1915-01-31T22:00:00Z,-34.45,-76.82,Endurance,10,5,246,167,-5,,,361,990.8,
D02OVP,1915-02-01T02:00:00Z,-34.47,-76.82,Endurance,10,5,246,167,-6.7,,,361,992,
D02OXX,1915-02-01T06:00:00Z,-34.49,-76.82,Endurance,10,5,246,167,-7.5,,1,360,992.2,
D02P08,1915-02-01T10:00:00Z,-34.5,-76.82,Endurance,10,5,246,167,-6.9,,1,101,993,
D02P2M,1915-02-01T14:00:00Z,-34.52,-76.82,Endurance,10,5,246,167,-5.6,,4.6,113,993.6,
D02P51,1915-02-01T18:00:00Z,-34.54,-76.82,Endurance,10,5,246,167,-4.8,,6.7,113,992.8,
D02P7C,1915-02-01T22:00:00Z,-34.55,-76.82,Endurance,10,5,246,167,-4.3,,4.6,45,993.2,
D02PAV,1915-02-02T02:00:00Z,-34.57,-76.82,Endurance,10,5,246,167,-4.2,,4.6,45,995.1,
D02PD7,1915-02-02T06:00:00Z,-34.59,-76.83,Endurance,10,5,246,167,-4.2,,6.7,23,994.9,
D02PFN,1915-02-02T10:00:00Z,-34.6,-76.83,Endurance,10,5,246,167,-5.1,,4.6,79,995.8,
D02PI5,1915-02-02T14:00:00Z,-34.62,-76.83,Endurance,10,5,246,167,-4.1,,2.6,158,993.9,
D02PKU,1915-02-02T18:00:00Z,-34.65,-76.83,Endurance,10,5,246,167,-4.4,,2.6,180,993.1,
D02PNA,1915-02-02T22:00:00Z,-34.67,-76.83,Endurance,10,5,246,167,-6.5,,2.6,113,992.3,
D02PQU,1915-02-03T02:00:00Z,-34.7,-76.83,Endurance,10,5,246,167,-8.3,,2.6,113,991.1,
D02PTA,1915-02-03T06:00:00Z,-34.73,-76.83,Endurance,10,5,246,167,-13.3,,2.6,113,990.8,
D02PVU,1915-02-03T10:00:00Z,-34.75,-76.83,Endurance,10,5,246,167,-9.4,,2.6,113,989.2,
D02PYF,1915-02-03T14:00:00Z,-34.78,-76.83,Endurance,10,5,246,167,-5.6,,2.6,158,987.9,
D02Q12,1915-02-03T18:00:00Z,-34.78,-76.83,Endurance,10,5,246,167,-5.4,,4.6,203,987.1,
D02Q3F,1915-02-03T22:00:00Z,-34.78,-76.84,Endurance,10,5,246,167,-7.1,,4.6,203,983,
D02Q6K,1915-02-04T02:00:00Z,-34.78,-76.84,Endurance,10,5,246,167,-11.1,,4.6,214,981.3,
D02Q8Z,1915-02-04T06:00:00Z,-34.78,-76.84,Endurance,10,5,246,167,-11.1,,2.6,270,981.3,
D02QBG,1915-02-04T10:00:00Z,-34.79,-76.84,Endurance,10,5,246,167,-8.7,,4.6,349,981.6,
D02QE2,1915-02-04T14:00:00Z,-34.79,-76.85,Endurance,10,5,246,167,-9.4,,1,11,983,
D02QGN,1915-02-04T18:00:00Z,-34.79,-76.85,Endurance,10,5,246,167,-10.6,,1,23,983.2,
D02QJ2,1915-02-04T22:00:00Z,-34.79,-76.85,Endurance,10,5,246,167,-9.3,,,361,982.6,
D02QMS,1915-02-05T02:00:00Z,-34.79,-76.85,Endurance,10,5,246,167,-7.8,,1,191,981.9,
D02QP4,1915-02-05T06:00:00Z,-34.79,-76.86,Endurance,10,5,246,167,-2.8,,6.7,23,981,
D02QRJ,1915-02-05T10:00:00Z,-34.79,-76.86,Endurance,10,5,246,167,-2.1,,12.3,56,980.8,
D02QU0,1915-02-05T14:00:00Z,-34.79,-76.86,Endurance,10,5,246,167,-2.7,,12.3,68,981.6,
D02QWG,1915-02-05T18:00:00Z,-34.79,-76.87,Endurance,10,5,246,167,-6.7,,2.6,270,982.9,
D02QYS,1915-02-05T22:00:00Z,-34.8,-76.87,Endurance,10,5,246,167,-7.8,,2.6,270,983.3,
D02R2B,1915-02-06T02:00:00Z,-34.8,-76.87,Endurance,10,5,246,167,-9.4,,2.6,248,984.1,
D02R4Q,1915-02-06T06:00:00Z,-34.8,-76.87,Endurance,10,5,246,167,-9.7,,2.6,270,,
D02R7A,1915-02-06T10:00:00Z,-34.8,-76.88,Endurance,10,5,246,167,-8.3,,6.7,304,987.2,
D02R9S,1915-02-06T14:00:00Z,-34.8,-76.88,Endurance,10,5,246,167,-9.2,,6.7,338,989.3,
D02RCG,1915-02-06T18:00:00Z,-34.85,-76.89,Endurance,10,5,246,167,-8.2,,4.6,293,992.4,
D02REV,1915-02-06T22:00:00Z,-34.91,-76.9,Endurance,10,5,246,167,-8.8,,1,191,995.5,
D02RIF,1915-02-07T02:00:00Z,-34.96,-76.91,Endurance,10,5,246,167,-10.6,,2.6,23,998.1,
D02RKU,1915-02-07T06:00:00Z,-35.01,-76.93,Endurance,10,5,246,167,-12.2,,0,361,998.9,
D02RNF,1915-02-07T10:00:00Z,-35.07,-76.94,Endurance,10,5,246,167,-12.7,,1,214,1000.6,
D02RQ1,1915-02-07T14:00:00Z,-35.12,-76.95,Endurance,10,5,246,167,-10.3,,2.6,214,1000.4,
D02RSM,1915-02-07T18:00:00Z,-35.1,-76.94,Endurance,10,5,246,167,-10.4,,2.6,214,1000.4,
D02RV1,1915-02-07T22:00:00Z,-35.09,-76.94,Endurance,10,5,246,167,-12.2,,2.6,225,999,
D02RXS,1915-02-08T02:00:00Z,-35.07,-76.93,Endurance,10,5,246,167,-18.6,,4.6,225,998.5,
D02S00,1915-02-08T06:00:00Z,-35.05,-76.93,Endurance,10,5,246,167,-18.9,,2.6,158,996.8,
D02S2C,1915-02-08T10:00:00Z,-35.04,-76.93,Endurance,10,5,246,167,-9.4,,2.6,113,994.1,
D02S4M,1915-02-08T14:00:00Z,-35.02,-76.92,Endurance,10,5,246,167,-6.2,,2.6,101,993,
D02S6Z,1915-02-08T18:00:00Z,-35.03,-76.92,Endurance,10,5,246,167,-4.9,,2.6,101,992.2,
D02S95,1915-02-08T22:00:00Z,-35.03,-76.92,Endurance,10,5,246,167,-5.8,,4.6,135,991.5,
D02SC2,1915-02-09T02:00:00Z,-35.04,-76.92,Endurance,10,5,246,167,-7.5,,4.6,315,991.8,
D02SEA,1915-02-09T06:00:00Z,-35.05,-76.92,Endurance,10,5,246,167,-12.5,,1,362,992.2,
D02SGS,1915-02-09T10:00:00Z,-35.05,-76.92,Endurance,10,5,246,167,-10.6,,0,361,992.6,
D02SJ9,1915-02-09T14:00:00Z,-35.06,-76.92,Endurance,10,5,246,167,-8.4,,2.6,101,992.2,
D02SLQ,1915-02-09T18:00:00Z,-35.07,-76.92,Endurance,10,5,246,167,-7.8,,0,361,991.8,
D02SO0,1915-02-09T22:00:00Z,-35.07,-76.92,Endurance,10,5,246,167,-8.6,,0,361,991.5,
D02SRE,1915-02-10T02:00:00Z,-35.08,-76.92,Endurance,10,5,246,167,-8.6,,2.6,180,990.6,
D02STN,1915-02-10T06:00:00Z,-35.09,-76.92,Endurance,10,5,246,167,-15,,2.6,203,989.2,
D02SW1,1915-02-10T10:00:00Z,-35.09,-76.92,Endurance,10,5,246,167,-12.8,,6.7,180,986.2,
D02SYG,1915-02-10T14:00:00Z,-35.1,-76.92,Endurance,10,5,246,167,-11.4,,12.3,225,984.6,
D02T0V,1915-02-10T18:00:00Z,-35.09,-76.9,Endurance,10,5,246,167,-11.3,,12.3,225,978.8,
D02T34,1915-02-10T22:00:00Z,-35.08,-76.89,Endurance,10,5,246,167,-14.2,,15.4,191,978.5,
D02T6U,1915-02-11T02:00:00Z,-35.06,-76.87,Endurance,10,5,246,167,-18.9,,12.3,203,977,
D02T95,1915-02-11T06:00:00Z,-35.05,-76.86,Endurance,10,5,246,167,-19.2,,6.7,225,977.5,
D02TBM,1915-02-11T10:00:00Z,-35.04,-76.84,Endurance,10,5,246,167,-18.3,,4.6,214,978.2,
D02TE8,1915-02-11T14:00:00Z,-35.03,-76.83,Endurance,10,5,246,167,-13.3,,1,270,980.4,
D02TGR,1915-02-11T18:00:00Z,-35.05,-76.83,Endurance,10,5,246,167,-12.8,,1,360,982.1,
D02TJ3,1915-02-11T22:00:00Z,-35.07,-76.83,Endurance,10,5,246,167,-14.6,,2.6,45,984.6,
D02TM3,1915-02-12T02:00:00Z,-35.1,-76.83,Endurance,10,5,246,167,-12.2,,1,362,987.2,
D02TOF,1915-02-12T06:00:00Z,-35.12,-76.83,Endurance,10,5,246,167,-12.2,,1,180,986.5,
D02TQZ,1915-02-12T10:00:00Z,-35.14,-76.83,Endurance,10,5,246,167,-10.6,,2.6,191,985.6,
D02TTJ,1915-02-12T14:00:00Z,-35.17,-76.83,Endurance,10,5,246,167,-7.3,,1,362,985.1,
D02TW3,1915-02-12T18:00:00Z,-35.19,-76.83,Endurance,10,5,246,167,-8.3,,2.6,236,983.5,
D02TYG,1915-02-12T22:00:00Z,-35.21,-76.83,Endurance,10,5,246,167,-9.4,,2.6,191,982.9,
D02U1M,1915-02-13T02:00:00Z,-35.23,-76.83,Endurance,10,5,246,167,-13.3,,2.6,225,982.4,
D02U3X,1915-02-13T06:00:00Z,-35.25,-76.83,Endurance,10,5,246,167,-13.9,,6.7,203,981.7,
D02U6A,1915-02-13T10:00:00Z,-35.28,-76.83,Endurance,10,5,246,167,-13.3,,4.6,203,981.6,
D02U8O,1915-02-13T14:00:00Z,-35.3,-76.83,Endurance,10,5,246,167,-11.1,,4.6,214,981.8,
D02UB9,1915-02-13T18:00:00Z,-35.25,-76.83,Endurance,10,5,246,167,-11.4,,6.7,214,981,
D02UDL,1915-02-13T22:00:00Z,-35.19,-76.83,Endurance,10,5,246,167,,,,,,
D02UGN,1915-02-14T02:00:00Z,-35.14,-76.83,Endurance,10,5,246,167,,,,,,
D02UIV,1915-02-14T06:00:00Z,-35.08,-76.83,Endurance,10,5,246,167,-13.3,,2.6,236,979.9,
D02ULA,1915-02-14T10:00:00Z,-35.02,-76.83,Endurance,10,5,246,167,-13.6,,1,236,978.9,
D02UNN,1915-02-14T14:00:00Z,-34.97,-76.83,Endurance,10,5,246,167,-12.6,,1,259,979.6,
D02UQ4,1915-02-14T18:00:00Z,-34.97,-76.83,Endurance,10,5,246,167,-11.7,,1,259,979.7,
D02USG,1915-02-14T22:00:00Z,-34.97,-76.83,Endurance,10,5,246,167,,,,,,
D02UVA,1915-02-15T02:00:00Z,-34.97,-76.83,Endurance,10,5,246,167,-12.6,,1,270,982.2,
D02UXN,1915-02-15T06:00:00Z,-34.97,-76.83,Endurance,10,5,246,167,,,,,,
D02V02,1915-02-15T10:00:00Z,-34.97,-76.83,Endurance,10,5,246,167,-10.3,,6.7,225,984.1,
D02V2J,1915-02-15T14:00:00Z,-34.97,-76.83,Endurance,10,5,246,167,-8.9,,6.7,191,984.2,
D02V4Z,1915-02-15T18:00:00Z,-34.97,-76.84,Endurance,10,5,246,167,-8.7,,6.7,225,984,
D02V79,1915-02-15T22:00:00Z,-34.97,-76.84,Endurance,10,5,246,167,-9.9,,9.3,225,984.3,
D02VAR,1915-02-16T02:00:00Z,-34.97,-76.85,Endurance,10,5,246,167,-13.3,,4.6,270,985.1,
D02VD4,1915-02-16T06:00:00Z,-34.97,-76.86,Endurance,10,5,246,167,-16.7,,4.6,270,985.1,
D02VFL,1915-02-16T10:00:00Z,-34.97,-76.86,Endurance,10,5,246,167,-16.6,,4.6,225,983.4,
D02VI6,1915-02-16T14:00:00Z,-34.97,-76.87,Endurance,10,5,246,167,-12.8,,2.6,236,984.4,
D02VKN,1915-02-16T18:00:00Z,-34.97,-76.87,Endurance,10,5,246,167,-12.8,,2.6,225,984.7,
D02VN1,1915-02-16T22:00:00Z,-34.97,-76.88,Endurance,10,5,246,167,-15.6,,2.6,225,984.3,
D02VQL,1915-02-17T02:00:00Z,-34.97,-76.88,Endurance,10,5,246,167,-13.3,,0,361,985.7,
D02VT1,1915-02-17T06:00:00Z,-34.97,-76.88,Endurance,10,5,246,167,-13.9,,0,361,986.3,
D02VVN,1915-02-17T10:00:00Z,-34.97,-76.89,Endurance,10,5,246,167,-15,,2.6,236,986.1,
D02VY9,1915-02-17T14:00:00Z,-34.97,-76.89,Endurance,10,5,246,167,-13.3,,4.6,236,986.8,
D02W0Z,1915-02-17T18:00:00Z,-34.96,-76.89,Endurance,10,5,246,167,-15,,2.6,225,987.1,
D02W3B,1915-02-17T22:00:00Z,-34.96,-76.9,Endurance,10,5,246,167,-15,,4.6,236,987.4,
D02W6V,1915-02-18T02:00:00Z,-34.96,-76.9,Endurance,10,5,246,167,-16.1,,4.6,225,987.9,
D02W97,1915-02-18T06:00:00Z,-34.96,-76.9,Endurance,10,5,246,167,-13.9,,4.6,326,987.4,
D02WBO,1915-02-18T10:00:00Z,-34.96,-76.91,Endurance,10,5,246,167,-12.1,,,361,988.3,
D02WE3,1915-02-18T14:00:00Z,-34.96,-76.91,Endurance,10,5,246,167,-11.7,,4.6,338,988.5,
D02WGN,1915-02-18T18:00:00Z,-34.96,-76.91,Endurance,10,5,246,167,-12.2,,9.3,360,987.8,
D02WIY,1915-02-18T22:00:00Z,-34.96,-76.92,Endurance,10,5,246,167,-13.3,,12.3,293,988,
D02WMP,1915-02-19T02:00:00Z,-34.96,-76.92,Endurance,10,5,246,167,-13.3,,9.3,326,990,
D02WOZ,1915-02-19T06:00:00Z,-34.96,-76.92,Endurance,10,5,246,167,-12.2,,9.3,360,990.6,
D02WRC,1915-02-19T10:00:00Z,-34.96,-76.93,Endurance,10,5,246,167,-13.3,,9.3,11,990.2,
D02WTN,1915-02-19T14:00:00Z,-34.95,-76.93,Endurance,10,5,246,167,-12.8,,12.3,338,990,
